customer_id,age,income,savings,monthly_expenses,num_dependents,credit_score,loan_amount,loan_term_months,employment_years,home_ownership,education,marital_status,region,recent_default,has_credit_card,signup_date,signup_dayofweek,debt_to_income,sin_age,target_default_risk
CUST007836,73,53671.0,12920.0,1594.0,0,656.6002163737211,3891.0,48,5.3,RENT,Bachelors,Single,West,0,1,2019-10-23,2,0.072,0.8504366206285644,1
CUST007941,72,22677.0,,2904.0,1,588.125485773076,18519.0,60,10.1,RENT,HS,Single,West,0,1,2021-12-10,4,0.817,0.7936678638491533,0
CUST000092,39,21824.0,6255.0,1649.0,1,601.6122085256666,12600.0,48,10.8,RENT,Masters,Single,West,0,1,2019-05-28,1,0.577,-0.6877661591839738,0
CUST005763,47,25645.0,1511.0,1255.0,0,677.8689837532719,19026.0,48,5.3,OWN,Bachlors,Single,West,0,0,2023-03-09,3,0.742,-0.9999232575641009,0
CUST009028,73,34088.0,3048.0,1976.0,3,659.0476488339435,31983.0,24,11.0,MORTGAGE,PhD,Married,South,0,1,2019-10-22,1,0.938,0.8504366206285644,0
CUST009505,60,51387.0,523.0,2931.0,1,576.7027168303407,12232.0,24,5.6,MORTGAGE,Bachelors,Married,West,0,1,2018-11-14,2,0.238,-0.2794154981989259,1
CUST008238,53,48788.0,1000.0,3122.0,0,603.8964863295746,33193.0,36,7.3,OWN,HS,Married,West,0,1,2020-08-29,5,0.68,-0.8322674422239013,0
CUST001972,66,33436.0,3266.0,1670.0,1,667.1971095183407,17614.0,60,1.1,OWN,HS,Single,South,0,1,2022-11-03,3,0.527,0.3115413635133779,0
CUST002906,42,29020.0,7336.0,2252.0,1,746.1396560281273,8703.0,36,6.7,MORTGAGE,Bachlors,Married,South,0,0,2021-11-10,2,0.3,-0.8715757724135881,0
CUST000531,58,73181.0,256.0,3508.0,2,696.4484370660557,15519.0,48,8.7,RENT,Bachelors,Married,North,0,0,2022-01-07,4,0.212,-0.4646021794137573,1
CUST003636,65,45218.0,1835.0,1090.0,1,766.6718886518372,26215.0,36,2.3,RENT,PhD,Single,South,0,0,2021-07-30,4,0.58,0.21511998808781554,1
CUST000997,55,244171.0,427.0,1579.0,3,566.1947845508644,30079.0,60,10.6,MORTGAGE,Masters,Single,East,0,0,2021-09-17,4,0.123,-0.7055403255703919,1
CUST005853,52,109466.0,1551.0,2327.0,3,648.9383534910783,3914.0,48,7.5,OTHER,HS,Married,North,0,1,2020-04-19,6,0.036,-0.883454655720153,1
CUST004227,49,31497.0,6349.0,1074.0,1,715.3278436988113,24085.0,36,4.7,OWN,Bachelors,Married,East,1,0,2022-01-24,0,0.765,-0.9824526126243325,0
CUST005617,70,93915.0,671.0,1240.0,1,511.2443842819941,8229.0,48,9.4,OWN,Bachelors,Single,West,0,0,2021-04-26,0,0.088,0.6569865987187891,1
CUST002313,19,55119.0,6155.0,1068.0,0,670.3936903036708,35767.0,72,11.2,OWN,Bachelors,Married,East,1,1,2019-01-14,0,0.649,0.9463000876874146,1
CUST002155,61,74568.0,3880.0,2093.0,1,603.3860642987573,3295.0,60,1.9,RENT,Masters,Single,West,0,1,2018-07-05,3,0.044,-0.1821625042720959,1
CUST005318,62,76484.0,12663.0,1960.0,1,662.5245752032783,4365.0,36,0.5,MORTGAGE,HS,Single,West,1,0,2022-02-28,0,0.057,-0.08308940281749641,1
CUST001428,33,87611.0,4512.0,1435.0,1,558.9625790396501,5658.0,36,8.8,MORTGAGE,Masters,Single,West,0,1,2022-05-18,2,0.065,-0.15774569414324824,1
CUST008631,26,143106.0,15759.0,3144.0,2,670.6451639311138,5211.0,72,0.9,OWN,HS,Single,South,0,1,2022-01-27,3,0.036,0.515501371821464,1
CUST006033,63,101582.0,12733.0,3390.0,0,629.5820408114455,11976.0,48,8.4,RENT,HS,Single,South,0,0,2021-07-03,5,0.118,0.016813900484349713,1
CUST004416,60,33268.0,12016.0,1936.0,3,509.8139462462499,1000.0,48,8.2,RENT,Bachelors,Married,East,0,1,2021-03-19,4,0.03,-0.2794154981989259,0
CUST008819,40,101415.0,929.0,2103.0,2,483.86185745979986,16553.0,36,10.4,MORTGAGE,Bachelors,Single,North,0,1,2021-02-27,5,0.163,-0.7568024953079284,1
CUST003086,35,105473.0,1285.0,2090.0,1,588.4991427949718,1889.0,60,6.4,OWN,Bachelors,Married,East,0,0,2020-05-17,6,0.018,-0.3507832276896199,1
CUST007799,32,39748.0,1346.0,1485.0,0,673.2384418871644,19630.0,36,6.5,OWN,Bachelors,Married,West,0,1,2022-12-15,3,0.494,-0.058374143427580086,0
CUST009154,30,21408.0,1453.0,1179.0,0,689.5520656762745,33929.0,12,4.5,RENT,Masters,Married,South,0,1,2021-04-02,4,1.585,0.1411200080598672,0
CUST008210,72,45336.0,1960.0,1129.0,1,605.1223763720443,26422.0,12,10.0,OWN,Bachelors,Single,East,0,0,2019-06-15,5,0.583,0.7936678638491533,0
CUST009574,26,72175.0,3456.0,2911.0,0,764.6369233796378,14943.0,36,3.4,OWN,Bachelors,Married,North,0,0,2023-01-08,6,0.207,0.515501371821464,1
CUST009535,48,31311.0,692.0,1273.0,2,562.5961795790087,14863.0,48,7.3,OWN,HS,Single,South,1,1,2018-07-14,5,0.475,-0.9961646088358407,0
CUST000496,19,20031.0,1518.0,2538.0,2,743.5356113299055,16978.0,60,10.0,MORTGAGE,Bachelors,Married,South,0,0,2023-05-31,2,0.848,0.9463000876874146,0
CUST003750,48,31677.0,3857.0,1820.0,1,701.5187235106763,28909.0,60,6.3,MORTGAGE,Bachelors,Married,West,0,1,2021-02-10,2,0.913,-0.9961646088358407,0
CUST002322,49,30505.0,729.0,1818.0,0,490.78117154404515,30083.0,36,2.1,OWN,Masters,Single,East,0,1,2018-02-09,4,0.986,-0.9824526126243325,0
CUST004268,60,105372.0,1172.0,2050.0,0,639.7798193149091,6751.0,24,1.5,MORTGAGE,Bachelors,Single,South,0,1,2020-08-30,6,0.064,-0.2794154981989259,1
CUST003406,19,21019.0,10646.0,302.0,1,670.0863555295838,7368.0,48,6.3,MORTGAGE,HS,Divorced,South,0,1,2021-01-15,4,0.351,0.9463000876874146,0
CUST000152,67,83468.0,11838.0,1455.0,1,680.8578616571232,30309.0,48,7.1,RENT,Masters,Married,South,0,1,2019-01-03,3,0.363,0.40484992061659836,1
CUST007370,70,39668.0,2340.0,1661.0,1,520.5951783058798,14185.0,36,7.9,OWN,Bachelors,Married,South,0,0,2022-08-20,5,0.358,0.6569865987187891,0
CUST000695,64,95262.0,6885.0,1564.0,1,583.8217052699835,6428.0,60,2.4,MORTGAGE,HS,Married,North,0,1,2020-01-26,6,0.067,0.11654920485049364,1
CUST004418,54,48769.0,,2044.0,2,652.4103726828548,6240.0,24,9.2,RENT,HS,Single,South,0,0,2019-01-31,3,0.128,-0.7727644875559873,0
CUST005698,43,25551.0,3078.0,2376.0,1,443.35809822220585,20729.0,36,6.2,RENT,Bachelors,Married,South,0,1,2022-10-01,5,0.811,-0.9161659367494548,0
CUST001739,72,59152.0,4072.0,1702.0,1,650.3554440723947,23540.0,60,5.7,MORTGAGE,Bachelors,Married,South,0,1,2018-10-09,1,0.398,0.7936678638491533,1
CUST003002,69,46072.0,3523.0,1998.0,2,718.6412224209969,8022.0,36,4.1,MORTGAGE,Masters,Widowed,South,0,1,2019-11-22,4,0.174,0.5784397643882001,1
CUST000168,34,46758.0,1608.0,828.0,1,665.5505034801475,9449.0,48,9.2,OWN,Bachelors,Single,West,0,0,2018-11-23,4,0.202,-0.2555411020268313,0
CUST006112,25,36208.0,2029.0,1242.0,1,654.3543555205547,26745.0,48,4.9,MORTGAGE,Bachelors,Single,East,0,1,2022-01-04,1,0.739,0.5984721441039564,1
CUST004623,34,38296.0,1248.0,2185.0,1,669.8001286023502,6671.0,24,2.3,RENT,Bachelors,Single,South,0,1,2022-04-24,6,0.174,-0.2555411020268313,0
CUST002866,57,42275.0,9082.0,2717.0,3,596.6237773290358,22603.0,36,6.9,RENT,Masters,Single,West,0,1,2018-08-16,3,0.535,-0.5506855425976375,0
CUST008545,67,83195.0,6511.0,2267.0,0,667.8368589483301,9980.0,36,3.1,RENT,Bachelors,Single,West,0,1,2021-04-10,5,0.12,0.40484992061659836,1
CUST004703,37,49314.0,966.0,1298.0,3,736.9782274431345,21776.0,72,2.3,MORTGAGE,Bachelors,Married,West,0,1,2020-01-08,2,0.442,-0.5298361409084933,1
CUST002884,52,48941.0,1567.0,2768.0,1,740.9035101771325,12912.0,36,4.5,MORTGAGE,Bachelors,Single,South,0,0,2019-08-25,6,0.264,-0.883454655720153,1
CUST003032,51,67512.0,2453.0,1615.0,1,690.7076720280568,13566.0,60,0.8,OWN,Masters,Single,West,0,1,2022-05-09,0,0.201,-0.9258146823277323,1
CUST008184,18,37848.0,13719.0,2773.0,0,617.0242535451955,9224.0,48,3.4,OWN,Bachelors,Single,North,0,1,2019-05-16,3,0.244,0.9738476308781954,0
CUST008981,45,26827.0,6974.0,1488.0,3,643.4673142729001,11861.0,36,3.6,RENT,Masters,Single,North,0,1,2022-09-11,6,0.442,-0.9775301176650971,0
CUST008529,63,35601.0,1607.0,1723.0,1,671.8908163113681,22331.0,60,9.1,RENT,HS,Married,West,0,1,2019-06-17,0,0.627,0.016813900484349713,0
CUST005682,70,37720.0,11373.0,3010.0,3,528.230119379045,28667.0,48,9.8,RENT,Bachelors,Widowed,South,0,1,2021-08-16,0,0.76,0.6569865987187891,0
CUST007210,25,42689.0,2525.0,2364.0,1,618.3751807883001,2511.0,36,2.5,OWN,Masters,Divorced,North,0,1,2022-07-11,0,0.059,0.5984721441039564,0
CUST005992,72,62421.0,3047.0,3215.0,0,674.0905364134779,7761.0,60,6.2,OWN,Masters,Single,South,0,0,2020-01-28,1,0.124,0.7936678638491533,1
CUST002277,19,34243.0,8439.0,986.0,2,638.7055613364064,5757.0,48,2.2,MORTGAGE,Bachelors,Single,West,0,1,2018-04-04,2,0.168,0.9463000876874146,0
CUST007133,22,70422.0,317.0,739.0,0,620.038857741452,8079.0,36,9.7,OWN,Bachelors,Married,North,0,1,2021-10-14,3,0.115,0.8084964038195902,1
CUST005706,28,80852.0,8927.0,3859.0,3,628.3169127910505,4397.0,60,0.8,OWN,Bachelors,Married,West,0,1,2018-07-01,6,0.054,0.3349881501559051,1
CUST007999,48,,293.0,2720.0,0,665.9879665737775,19137.0,48,10.5,MORTGAGE,Bachelors,Divorced,East,0,1,2020-06-15,0,0.552,-0.9961646088358407,0
CUST005293,23,33544.0,10720.0,3945.0,1,662.9036409642921,8776.0,72,1.7,OWN,Bachelors,Married,West,0,0,2019-03-07,3,0.262,0.7457052121767204,0
CUST004305,59,57532.0,2735.0,,0,782.5127534500523,31054.0,36,5.9,OWN,Bachelors,Married,East,0,1,2019-10-26,5,0.54,-0.373876664830236,1
CUST007446,49,118793.0,2495.0,,0,747.1187652089505,28069.0,48,8.9,RENT,Masters,Single,East,0,1,2020-01-11,5,0.236,-0.9824526126243325,1
CUST000429,23,43414.0,2100.0,2606.0,1,680.1396220710561,1173.0,36,3.3,RENT,Bachelors,Single,South,0,1,2022-03-12,5,0.027,0.7457052121767204,0
CUST007069,27,43755.0,11635.0,2484.0,2,611.7091137159834,13743.0,60,3.9,MORTGAGE,Masters,Divorced,East,0,0,2020-06-21,6,0.314,0.4273798802338298,0
CUST006365,58,23266.0,1562.0,1847.0,0,485.92664975127843,16826.0,48,9.7,OWN,Masters,Married,East,0,0,2021-10-27,2,0.723,-0.4646021794137573,0
CUST004216,18,28678.0,3186.0,801.0,2,666.4652076760841,23286.0,48,8.8,RENT,Bachlors,Married,East,0,1,2020-08-17,0,0.812,0.9738476308781954,0
CUST000427,46,38060.0,1485.0,2816.0,1,741.1047190765003,9433.0,12,4.2,MORTGAGE,Masters,Married,East,0,1,2020-03-27,4,0.248,-0.9936910036334642,0
CUST002224,47,32406.0,14038.0,2756.0,0,747.3932418241242,14631.0,48,11.4,MORTGAGE,Masters,Divorced,North,0,1,2023-04-11,1,0.451,-0.9999232575641009,0
CUST000101,73,44460.0,1067.0,,2,657.757078070509,27181.0,48,0.6,RENT,HS,Married,West,0,1,2022-07-02,5,0.611,0.8504366206285644,0
CUST009245,33,42205.0,3873.0,2385.0,3,688.846281642142,25495.0,72,14.4,OWN,Masters,Married,South,0,1,2022-02-05,5,0.604,-0.15774569414324824,0
CUST003308,36,34034.0,17783.0,3545.0,3,752.3675916541115,16048.0,36,6.3,MORTGAGE,Bachelors,Married,North,0,0,2022-07-02,5,0.472,-0.44252044329485246,0
CUST002763,56,62311.0,13744.0,2353.0,1,704.3900300566161,12439.0,36,9.5,RENT,Bachelors,Married,South,0,1,2020-09-23,2,0.2,-0.6312666378723215,1
CUST005858,23,138307.0,4560.0,1237.0,0,566.4868369392582,33895.0,48,4.2,MORTGAGE,HS,Single,North,0,0,2021-09-07,1,0.245,0.7457052121767204,1
CUST004739,40,34980.0,1223.0,1069.0,0,632.9824824098846,21337.0,60,4.6,OWN,HS,Single,West,0,0,2020-09-04,4,0.61,-0.7568024953079284,0
CUST007093,40,92808.0,4465.0,943.0,0,702.5014381380681,1000.0,12,2.8,RENT,PhD,Single,West,0,1,2019-09-21,5,0.011,-0.7568024953079284,1
CUST009633,33,55784.0,4369.0,701.0,1,625.5051530799046,1000.0,60,5.9,MORTGAGE,Bachelors,Single,West,0,1,2018-03-10,5,0.018,-0.15774569414324824,1
CUST003287,49,111246.0,12521.0,1779.0,1,584.8050030507848,1000.0,72,3.9,OWN,Masters,Single,South,0,1,2021-11-05,4,0.009,-0.9824526126243325,1
CUST007713,61,34912.0,5188.0,608.0,0,,1000.0,48,0.6,RENT,HS,Single,East,0,1,2019-08-22,3,0.029,-0.1821625042720959,0
CUST007869,24,44022.0,5585.0,2674.0,1,649.8827411435396,8339.0,12,9.3,MORTGAGE,Bachelors,Single,South,0,1,2018-01-29,0,0.189,0.675463180551151,0
CUST006068,23,74091.0,154.0,2383.0,0,597.6800356367984,27301.0,60,2.0,OWN,HS,Single,West,0,0,2022-08-08,0,0.368,0.7457052121767204,1
CUST009236,32,44302.0,862.0,3119.0,1,608.7775830692975,33321.0,72,5.0,OWN,Bachelors,Single,South,0,0,2022-10-28,4,0.752,-0.058374143427580086,0
CUST003578,66,30176.0,1768.0,2463.0,3,630.6681818187419,9823.0,48,5.0,MORTGAGE,Masters,Married,South,0,0,2018-11-01,3,0.326,0.3115413635133779,0
CUST001466,55,122317.0,,3337.0,1,799.686267983825,10297.0,36,2.3,RENT,Bachelors,Divorced,East,0,1,2021-09-24,4,0.084,-0.7055403255703919,1
CUST007676,48,64227.0,7598.0,2131.0,1,555.322801863403,8713.0,48,2.3,RENT,PhD,Divorced,North,0,1,2019-02-14,3,0.136,-0.9961646088358407,1
CUST002235,74,88149.0,13966.0,2456.0,2,675.4646446772523,12898.0,24,5.7,RENT,Masters,Married,North,0,1,2022-07-17,6,0.146,0.8987080958116268,1
CUST001745,31,40692.0,10672.0,2410.0,3,629.278580424547,14406.0,12,1.0,RENT,Masters,Married,North,0,1,2018-01-09,1,0.354,0.04158066243329049,0
CUST009755,68,23805.0,9680.0,1458.0,2,595.3223629203522,16734.0,36,1.6,OWN,Bachelors,Married,South,0,0,2019-06-20,3,0.703,0.49411335113860816,0
CUST006095,45,27574.0,981.0,20808.0,0,762.876542664352,173760.0,36,8.3,RENT,Bachelors,Married,North,0,1,2021-01-13,2,0.63,-0.9775301176650971,0
CUST008782,52,22223.0,3049.0,1319.0,2,679.0974328089734,10677.0,48,2.4,MORTGAGE,Bachelors,Married,North,0,1,2020-06-01,0,0.48,-0.883454655720153,0
CUST009402,44,35013.0,388.0,2634.0,2,514.2583345752691,26594.0,36,14.5,OWN,Other,Single,West,0,1,2018-04-23,0,0.76,-0.9516020738895161,0
CUST008372,36,83865.0,2805.0,,2,555.2062674161757,17007.0,12,4.7,RENT,HS,Single,West,0,1,2020-06-17,2,0.203,-0.44252044329485246,1
CUST005028,21,23951.0,5941.0,1055.0,2,507.8657338848649,8087.0,48,4.9,RENT,Bachelors,Married,East,0,1,2020-03-02,0,0.338,0.8632093666488737,1
CUST009235,35,27594.0,13370.0,1971.0,0,707.0342653864502,1000.0,12,2.7,MORTGAGE,Bachelors,Widowed,West,0,0,2020-08-19,2,0.036,-0.3507832276896199,0
CUST003945,49,34848.0,5105.0,3251.0,1,695.6882723868965,16409.0,36,6.1,MORTGAGE,Bachelors,Married,North,0,1,2021-10-14,3,0.471,-0.9824526126243325,0
CUST006863,66,49696.0,2738.0,1012.0,0,,21144.0,60,3.8,RENT,HS,Single,South,1,1,2020-06-29,0,0.425,0.3115413635133779,1
CUST005351,53,46740.0,4418.0,1134.0,0,702.383704243629,16311.0,24,3.3,RENT,Bachelors,Divorced,North,0,1,2022-05-07,5,0.349,-0.8322674422239013,1
CUST009423,49,293504.0,7010.0,1723.0,1,647.1378051000405,26038.0,48,4.1,MORTGAGE,Bachelors,Single,West,0,1,2018-01-08,0,0.089,-0.9824526126243325,1
CUST002122,52,49370.0,4505.0,1690.0,1,679.9528509875969,1968.0,24,10.3,OWN,HS,Single,South,0,0,2018-10-04,3,0.04,-0.883454655720153,1
CUST004973,49,97159.0,1370.0,1568.0,1,692.628263801176,22547.0,36,3.0,RENT,Bachelors,Married,South,0,1,2019-11-09,5,0.232,-0.9824526126243325,1
CUST008577,34,47457.0,2072.0,1775.0,0,667.2734294381282,20138.0,36,6.4,OWN,Bachelors,Single,East,0,1,2022-10-29,5,0.424,-0.2555411020268313,1
CUST003785,48,23803.0,,1917.0,0,621.6826205750757,16619.0,36,1.9,OWN,HS,Single,South,0,1,2023-05-13,5,0.698,-0.9961646088358407,0
CUST006873,45,70338.0,3055.0,1523.0,2,647.2099084624103,14496.0,48,3.1,RENT,Bachelors,Married,South,0,1,2019-06-10,0,0.206,-0.9775301176650971,1
CUST000917,33,57258.0,3647.0,1558.0,0,634.6946410826499,34750.0,48,7.7,OWN,Other,Married,West,0,1,2021-10-19,1,0.607,-0.15774569414324824,1
CUST009395,37,35269.0,8513.0,1361.0,0,552.3062102728705,23268.0,72,4.2,MORTGAGE,HS,Single,West,0,1,2020-12-28,0,0.66,-0.5298361409084933,0
CUST007253,33,51595.0,1446.0,3560.0,0,634.6431963494732,7361.0,60,8.7,RENT,HS,Single,North,0,1,2021-10-30,5,0.143,-0.15774569414324824,1
CUST008013,32,45685.0,2603.0,413.0,1,655.1294492705825,11372.0,36,3.1,RENT,HS,Single,South,0,1,2019-10-04,4,0.249,-0.058374143427580086,0
CUST005822,18,34812.0,3219.0,1885.0,0,663.3897544451079,17416.0,48,1.2,OWN,Bachelors,Single,West,0,1,2018-10-08,0,0.5,0.9738476308781954,0
CUST004404,59,27931.0,8660.0,2522.0,1,655.9811793306197,13240.0,60,8.0,OWN,Bachelors,Divorced,West,0,0,2022-01-19,2,0.474,-0.373876664830236,0
CUST004864,20,172873.0,1696.0,2195.0,2,631.9733260058659,17652.0,48,11.3,OTHER,HS,Married,South,0,1,2018-08-23,3,0.102,0.9092974268256816,1
CUST008516,58,49630.0,9111.0,3107.0,1,601.927153136188,1000.0,24,12.8,RENT,HS,Single,North,0,1,2022-07-31,6,0.02,-0.4646021794137573,1
CUST005423,63,32406.0,63.0,,2,557.1237326106265,5646.0,36,14.6,RENT,Masters,Single,North,0,0,2023-03-17,4,0.174,0.016813900484349713,0
CUST007734,43,54546.0,2196.0,1914.0,1,608.9508954903241,15355.0,36,8.1,RENT,HS,Single,East,0,1,2020-11-15,6,0.282,-0.9161659367494548,1
CUST001204,53,119304.0,446.0,1764.0,1,774.0876420940937,29225.0,48,9.1,OTHER,Masters,Married,East,0,1,2018-10-13,5,0.245,-0.8322674422239013,1
CUST003769,73,25138.0,1316.0,,1,707.344758405803,1000.0,72,3.4,OWN,Masters,Married,South,0,1,2018-11-05,0,0.04,0.8504366206285644,0
CUST005358,40,35211.0,3141.0,328.0,0,630.7120247506697,6579.0,36,4.3,RENT,Bachelors,Single,South,0,1,2019-05-13,0,0.187,-0.7568024953079284,0
CUST003853,71,,5890.0,1718.0,0,591.3244997531478,6217.0,36,3.7,RENT,Bachelors,Married,South,0,1,2022-09-12,0,0.137,0.728969040125876,0
CUST001927,44,82049.0,1895.0,2070.0,1,679.3963108951497,13140.0,60,3.9,MORTGAGE,HS,Single,East,0,0,2018-04-04,2,0.16,-0.9516020738895161,1
CUST003115,45,107029.0,7112.0,2964.0,0,630.9956869437392,8165.0,60,12.3,RENT,HS,Divorced,East,0,1,2021-10-25,0,0.076,-0.9775301176650971,1
CUST002642,61,61919.0,6678.0,1068.0,1,660.0359838947561,20502.0,72,4.1,RENT,Bachelors,Single,East,0,1,2023-04-07,4,0.331,-0.1821625042720959,1
CUST007640,43,140244.0,4991.0,2736.0,2,683.2180759221495,7083.0,24,6.8,OWN,Bachelors,Married,East,0,1,2021-06-03,3,0.051,-0.9161659367494548,1
CUST007361,49,61465.0,1491.0,1238.0,1,582.221041077148,18376.0,24,6.7,RENT,Bachelors,Single,North,0,0,2018-11-16,4,0.299,-0.9824526126243325,1
CUST008183,65,48101.0,,1806.0,0,603.3699674421675,6434.0,48,1.2,OWN,Bachelors,Single,East,0,0,2019-05-28,1,0.134,0.21511998808781554,0
CUST007611,56,93864.0,8022.0,2381.0,2,597.6594212206671,23088.0,60,1.9,RENT,Bachelors,Married,East,0,1,2019-04-25,3,0.246,-0.6312666378723215,1
CUST002729,71,26950.0,693.0,1706.0,1,678.3449781764532,11533.0,60,14.2,RENT,Masters,Married,South,0,1,2018-03-31,5,0.428,0.728969040125876,0
CUST009598,32,53710.0,3400.0,2245.0,1,632.6143994634424,30677.0,48,5.4,OTHER,Bachelors,Divorced,West,0,0,2021-07-19,0,0.571,-0.058374143427580086,1
CUST004986,66,27410.0,478.0,2301.0,3,609.9338144531542,13287.0,12,2.2,MORTGAGE,HS,Single,South,0,1,2018-12-02,6,0.485,0.3115413635133779,0
CUST006847,35,20148.0,3879.0,2182.0,3,820.3767593055828,1000.0,60,8.1,OWN,Bachelors,Single,South,0,1,2018-03-27,1,0.05,-0.3507832276896199,0
CUST007699,47,62483.0,148.0,2797.0,2,633.6747000966108,31887.0,72,3.1,OTHER,Bachelors,Divorced,East,0,0,2021-04-01,3,0.51,-0.9999232575641009,1
CUST004013,36,23830.0,294.0,1179.0,2,577.3417166807781,22420.0,48,7.2,RENT,Masters,Married,South,0,0,2019-06-27,3,0.941,-0.44252044329485246,1
CUST002627,64,133310.0,1262.0,3339.0,1,693.7394123378933,20122.0,48,18.2,RENT,Bachelors,Single,East,0,0,2022-05-28,5,0.151,0.11654920485049364,1
CUST007239,61,101507.0,2325.0,1854.0,0,627.005112589966,15150.0,60,2.3,OWN,Bachelors,Married,North,0,1,2018-05-03,3,0.149,-0.1821625042720959,1
CUST008256,49,22559.0,3541.0,1539.0,3,613.8544199722361,1000.0,72,3.1,RENT,Bachelors,Married,West,0,1,2018-06-17,6,0.044,-0.9824526126243325,0
CUST009566,66,72342.0,1315.0,2430.0,2,563.0146700850956,12384.0,48,2.4,RENT,Masters,Single,South,0,1,2021-12-05,6,0.171,0.3115413635133779,1
CUST000806,57,68900.0,3177.0,2342.0,2,613.9567515882657,33149.0,60,2.8,OWN,PhD,Single,West,0,1,2022-12-30,4,0.481,-0.5506855425976375,1
CUST004635,42,,1107.0,2002.0,1,702.8472223896331,18856.0,60,3.5,RENT,HS,Single,West,0,1,2022-02-13,6,0.198,-0.8715757724135881,1
CUST005248,59,30797.0,4685.0,1307.0,0,780.343811601726,29942.0,72,2.5,MORTGAGE,HS,Married,South,0,1,2022-11-25,4,0.972,-0.373876664830236,0
CUST005567,69,45899.0,121.0,2614.0,3,607.6832379866308,13005.0,60,5.6,OWN,Masters,Single,North,0,1,2021-07-12,0,0.283,0.5784397643882001,0
CUST005740,53,23084.0,2191.0,2469.0,1,601.130523787907,12133.0,60,1.4,OWN,Bachelors,Married,South,0,0,2020-05-24,6,0.526,-0.8322674422239013,0
CUST005144,63,,8661.0,1864.0,0,534.3361591729129,18800.0,36,8.2,MORTGAGE,Bachelors,Single,East,0,0,2023-04-14,4,0.841,0.016813900484349713,0
CUST008266,43,137540.0,4343.0,1239.0,2,574.8025284250538,16855.0,36,9.0,MORTGAGE,Bachelors,Single,North,0,1,2023-01-23,0,0.123,-0.9161659367494548,1
CUST004460,47,25921.0,4284.0,2449.0,1,613.1204590959959,3783.0,48,1.1,RENT,HS,Divorced,East,0,1,2018-08-31,4,0.146,-0.9999232575641009,0
CUST001243,64,91754.0,12866.0,2573.0,1,622.9741402862105,1000.0,60,12.0,MORTGAGE,Masters,Single,East,0,1,2022-01-05,2,0.011,0.11654920485049364,1
CUST006946,32,38884.0,1906.0,2790.0,2,630.0048830074921,10035.0,60,2.5,RENT,HS,Single,East,0,1,2019-11-13,2,0.258,-0.058374143427580086,0
CUST005741,30,45584.0,2045.0,2250.0,1,525.3589896317301,32819.0,24,4.1,RENT,Masters,Married,West,0,1,2019-05-01,2,0.72,0.1411200080598672,0
CUST005326,32,,13045.0,1302.0,1,629.6930375766684,47655.0,60,2.3,MORTGAGE,Masters,Single,West,0,1,2018-10-24,2,0.667,-0.058374143427580086,1
CUST000548,49,37348.0,1010.0,2537.0,3,669.21290976198,9447.0,60,8.4,OWN,Bachelors,Single,North,0,1,2019-01-07,0,0.253,-0.9824526126243325,0
CUST003023,40,44865.0,11720.0,3175.0,1,751.7942939009026,4950.0,36,1.8,RENT,Bachelors,Married,North,0,0,2020-01-11,5,0.11,-0.7568024953079284,1
CUST005762,19,116940.0,447.0,,1,591.7616213320433,11810.0,36,7.7,OWN,Bachelors,Married,North,0,1,2021-12-09,3,0.101,0.9463000876874146,1
CUST004032,66,24800.0,2789.0,2143.0,2,572.8742682911505,1000.0,48,7.1,RENT,Bachelors,Single,North,0,0,2018-12-05,2,0.04,0.3115413635133779,1
CUST000027,74,63169.0,4643.0,2701.0,0,626.2022603853076,3170.0,24,7.0,RENT,Bachelors,Divorced,North,0,1,2018-01-02,1,0.05,0.8987080958116268,1
CUST004953,20,24563.0,,1319.0,1,636.6265122968739,14162.0,60,2.8,OWN,Bachelors,Single,East,0,1,2021-12-01,2,0.577,0.9092974268256816,0
CUST005153,45,98510.0,,1880.0,4,791.4608319569329,23733.0,60,5.0,MORTGAGE,Bachelors,Widowed,West,1,0,2022-09-16,4,0.241,-0.9775301176650971,1
CUST002509,71,79842.0,4941.0,3387.0,1,689.0942312249418,20264.0,48,8.1,RENT,Other,Single,East,1,1,2018-01-24,2,0.254,0.728969040125876,1
CUST001434,43,67876.0,332.0,1973.0,1,582.6908004282493,31205.0,48,5.1,OWN,Masters,Widowed,South,0,1,2020-08-19,2,0.46,-0.9161659367494548,1
CUST002583,48,98070.0,1620.0,1248.0,2,712.901314963528,12765.0,48,8.1,MORTGAGE,HS,Married,West,0,1,2019-04-15,0,0.13,-0.9961646088358407,1
CUST001303,58,27914.0,12378.0,2348.0,0,595.9426383483242,1000.0,48,4.5,MORTGAGE,HS,Single,North,0,1,2021-05-03,0,0.036,-0.4646021794137573,0
CUST005813,63,33084.0,1445.0,1291.0,1,680.7795811563225,1000.0,60,9.0,MORTGAGE,Bachelors,Single,West,0,1,2019-04-24,2,0.03,0.016813900484349713,0
CUST007350,57,43797.0,4017.0,1585.0,4,735.2689741652639,14436.0,48,9.0,RENT,HS,Married,West,0,1,2022-12-10,5,0.33,-0.5506855425976375,1
CUST005282,74,150004.0,177.0,1391.0,1,635.1588486116402,23969.0,36,8.1,RENT,Masters,Single,South,0,0,2023-01-01,6,0.16,0.8987080958116268,1
CUST006115,32,74661.0,7103.0,2742.0,2,591.8614045825864,14607.0,36,9.2,MORTGAGE,Masters,Single,West,0,0,2022-11-18,4,0.196,-0.058374143427580086,1
